0,1357;-0,0442;0,9946;1,0048;0,1233
0,1294;-0,0537;0,9897;0,9995;0,1473
0,1499;-0,0459;1,0009;1,0131;0,3958
0,1357;-0,0498;1,0053;1,0156;0,3978
0,1374;-0,0488;0,9926;1,0033;0,3995
0,1215;-0,0505;0,9960;1,0047;0,4014
0,1269;-0,0469;0,9919;1,0011;0,4032
0,1228;-0,0476;0,9909;0,9996;0,4685
0,1084;-0,0517;0,9948;1,0020;0,5188
0,1113;-0,0483;0,9960;1,0034;0,5790
0,1067;-0,0488;0,9907;0,9976;0,6404
0,1052;-0,0481;0,9936;1,0003;0,6998
0,1028;-0,0449;0,9951;1,0014;0,7602
0,1123;-0,0491;0,9990;1,0064;0,8208
0,1086;-0,0454;0,9941;1,0010;0,8798
0,1091;-0,0517;0,9946;1,0019;0,9418
0,1110;-0,0493;0,9970;1,0044;1,0008
0,1125;-0,0493;0,9982;1,0058;1,0608
0,1132;-0,0488;0,9907;0,9983;1,1232
0,1032;-0,0483;0,9955;1,0020;1,1863
0,1062;-0,0498;0,9972;1,0041;1,2407
0,1113;-0,0469;0,9921;0,9994;1,3012
0,1064;-0,0513;0,9958;1,0028;1,3620
0,1101;-0,0513;0,9968;1,0041;1,4220
0,1101;-0,0466;1,0014;1,0085;1,4807
0,1147;-0,0493;0,9931;1,0009;1,5414
0,1154;-0,0493;0,9946;1,0025;1,6056
0,1132;-0,0491;0,9990;1,0066;1,6608
0,1152;-0,0517;0,9972;1,0052;1,7218
0,1147;-0,0473;0,9951;1,0028;1,7833
0,1118;-0,0493;0,9960;1,0035;1,8898
0,1106;-0,0491;0,9924;0,9997;1,9080
0,1169;-0,0500;0,9929;1,0010;1,9618
0,1252;-0,0513;0,9907;0,9999;2,0243
0,1230;-0,0539;0,9919;1,0009;2,0804
0,1289;-0,0537;0,9985;1,0082;2,1414
0,1250;-0,0510;1,0051;1,0141;2,2020
0,1047;-0,0488;1,0134;1,0199;2,2605
0,0544;-0,0539;1,2208;1,2232;2,3212
0,1091;-0,0974;1,6770;1,6833;2,3838
0,1233;0,0010;0,6443;0,6560;2,4414
0,0713;0,0210;0,7166;0,7204;2,5029
0,0757;-0,1054;-0,3190;0,3444;2,5635
0,1318;-0,1342;1,3931;1,4058;2,6248
0,0981;-0,0491;0,9850;0,9911;2,6820
-0,0273;-0,0354;0,9946;0,9956;2,7413
0,0513;-0,0862;1,2372;1,2412;2,8010
-0,1943;-0,0046;1,0895;1,1067;2,8652
0,1706;0,0649;0,4276;0,4649;2,9210
-0,0769;0,0090;0,8540;0,8575;2,9817
-0,0256;-0,0002;1,0068;1,0071;3,0455
0,3688;0,2126;-0,2411;0,4892;3,1014
1,5022;-0,8713;7,9885;8,1751;3,1614
0,4220;-0,0630;1,0646;1,1469;3,2251
0,1562;-0,0415;1,1774;1,1884;3,2811
-0,1235;-0,0669;0,9477;0,9581;3,3417
0,0273;0,0544;0,5928;0,5960;3,4028
0,0498;-0,0312;0,7261;0,7285;3,4608
-0,0356;0,0041;0,9716;0,9723;3,5215
0,0088;-0,0164;0,9875;0,9877;3,5810
-0,4154;-0,1723;0,3632;0,5780;3,6409
