0,1333;-0,0078;0,9509;0,9602;0,1142
0,1379;-0,0207;0,9931;1,0028;0,3768
0,1433;-0,0183;0,9907;1,0011;0,3789
0,1491;-0,0310;0,9767;0,9886;0,3836
0,1545;-0,0161;0,9924;1,0045;0,3856
0,1506;-0,0171;0,9831;0,9947;0,4306
0,1848;-0,0046;0,9990;1,0159;0,4512
0,2094;-0,0332;1,1574;1,1766;0,5098
0,0366;0,0232;1,5044;1,5050;0,5705
-0,4957;0,2817;-0,1645;0,5934;0,6305
-0,0549;-0,0513;0,7071;0,7110;0,6926
-0,2858;0,0464;0,0066;0,2896;0,7508
-0,3595;-0,0842;1,7043;1,7438;0,8113
0,3790;-0,0415;1,1110;1,1746;0,8712
0,8147;-0,1020;1,8842;2,0553;0,9312
0,1560;0,0400;1,8385;1,8456;0,9932
0,2516;0,0351;0,4815;0,5445;1,0514
0,1623;0,1193;0,5382;0,5746;1,1146
1,2367;-0,1823;-1,6970;2,1077;1,1744
0,0593;0,0583;1,4436;1,4460;1,2340
0,5264;-0,0996;2,0987;2,1660;1,2918
-1,0961;-0,0268;-1,2052;1,6293;1,3524
0,1123;-0,0207;0,5779;0,5891;1,4117
0,1062;0,1123;0,0185;0,1556;1,4711
1,1844;-0,1982;-0,7032;1,3916;1,5319
0,0361;0,0261;1,3275;1,3282;1,5916
0,4100;-0,1071;1,8935;1,9403;1,6643
0,1059;0,0632;2,3150;2,3182;1,7110
0,2763;-0,0896;0,7542;0,8082;1,7944
0,1606;0,0366;0,6851;0,7046;1,8346
1,4578;0,0088;-2,9373;3,2792;1,8949
0,3119;0,0088;2,0038;2,0279;1,9514
0,6170;-0,0266;1,8766;1,9756;2,0112
0,1655;0,0400;2,0484;2,0555;2,0738
0,5655;-0,1123;0,5960;0,8292;2,1313
0,1342;0,0727;0,6168;0,6354;2,1912
1,5832;-0,0566;-2,5434;2,9965;2,2539
0,1179;-0,0603;1,4817;1,4876;2,3134
0,8093;-0,0866;1,6186;1,8118;2,3722
0,5484;0,0620;1,2486;1,3652;2,4332
-0,3480;0,0198;-0,4274;0,5515;2,4961
0,1230;0,0329;0,5667;0,5808;2,5511
0,3805;-0,1933;-0,4647;0,6309;2,6120
1,0934;-0,1523;3,4926;3,6629;2,6711
0,6026;-0,0325;1,2887;1,4230;2,7313
-2,6073;0,1067;-1,0304;2,8056;2,7917
-0,5682;0,1860;0,8115;1,0080;2,8526
0,0632;0,0588;0,5809;0,5873;2,9114
-0,6556;-0,1830;0,2326;0,7193;2,9777
-0,1721;0,0449;2,3215;2,3283;3,0355
0,4828;0,0320;1,2586;1,3484;3,0916
-0,0229;-0,0122;1,5283;1,5286;3,1522
-1,4624;0,3358;0,1718;1,5103;3,2111
0,0493;-0,0610;0,6741;0,6787;3,2716
0,0859;0,1145;0,7114;0,7257;3,3313
0,7193;-0,1826;-0,6717;1,0009;3,3916
0,0671;-0,0452;1,2228;1,2254;3,4548
0,5223;-0,0464;2,0838;2,1488;3,5116
-2,7233;0,2399;-4,0473;4,8841;3,5710
0,0259;-0,0041;0,6160;0,6166;3,6310
0,0139;0,0818;0,0412;0,0926;3,6918
0,4481;-0,2817;0,4193;0,6752;3,7515
0,2870;0,0185;1,3360;1,3666;3,8121
0,0535;-0,0969;1,8917;1,8950;3,8712
-1,0060;0,2865;0,0000;1,0460;3,9324
0,1015;0,0286;0,6246;0,6334;3,9936
-0,5653;-0,0693;0,5882;0,8187;4,0543
0,6343;0,0752;2,3291;2,4151;4,1186
0,7188;-0,0969;1,3292;1,5142;4,1717
0,1923;0,1298;1,7185;1,7341;4,2322
0,0400;-0,0398;0,7485;0,7507;4,2952
0,3790;0,1616;0,2302;0,4720;4,3518
0,8179;-0,1601;-0,5984;1,0260;4,4157
0,2104;-0,0020;1,4375;1,4529;4,4712
0,2233;-0,0903;1,9655;1,9802;4,5317
-0,5523;0,2136;0,9536;1,1225;4,5911
0,1574;0,0361;0,6687;0,6880;4,6515
-0,3285;-0,1018;-0,1455;0,3734;4,7120
1,4815;0,0188;4,1469;4,4036;4,7713
0,3053;0,0088;1,2450;1,2819;4,8334
0,1721;0,1245;0,8596;0,8854;4,8904
0,2919;-0,1347;0,3607;0,4832;4,9509
0,0730;0,1403;0,6290;0,6485;5,0149
-0,8667;0,0820;1,2110;1,4915;5,0764
0,3739;0,1247;1,7197;1,7643;5,1317
0,1008;-0,0022;2,0148;2,0173;5,1922
0,2548;0,2548;1,0927;1,1506;5,2509
-0,0273;0,0625;0,7463;0,7495;5,3221
-0,6648;-0,1425;1,3402;1,5028;5,3727
-0,0256;-0,1164;1,9996;2,0032;5,4382
0,4008;-0,1918;2,4236;2,4640;5,4908
-2,5324;-0,8652;-0,0708;2,6771;5,5508
0,1450;0,0559;0,6116;0,6311;5,6107
-0,5055;-0,2299;-0,3166;0,6392;5,6706
0,7991;0,1003;3,4203;3,5139;5,7314
0,7066;-0,1106;1,7504;1,8909;5,7899
-0,5943;0,3249;-1,5259;1,6695;5,8511
0,0832;0,0356;0,6270;0,6335;5,9111
-0,1184;-0,0383;-0,2382;0,2687;5,9702
-0,2055;-0,4625;6,5741;6,5936;6,0301
0,4527;0,0754;1,4900;1,5591;6,0898
-0,5289;0,1252;1,4444;1,5432;6,1507
0,2480;0,0888;0,5011;0,5661;6,2134
-0,1857;-0,0261;-0,3939;0,4363;6,2732
0,0315;-0,9094;5,7035;5,7757;6,3317
0,6512;0,0334;1,7448;1,8627;6,3903
0,0495;-0,0237;1,2689;1,2701;6,4496
0,4210;0,0530;0,4698;0,6331;6,5135
0,2201;0,1628;0,1442;0,3095;6,5695
0,6726;-0,2072;0,4498;0,8353;6,6343
